"","STATION_NUMBER","STATION_NAME","PROV_TERR_STATE_LOC","HYD_STATUS","REAL_TIME","LATITUDE","LONGITUDE","station_tz","standard_offset","OlsonName"
"3310","02PE003","SAINTE-ANNE DU NORD (RIVIERE) PRES DE SAINTE-ANNE-DE-BEAUPRE","QC","DISCONTINUED",FALSE,47.0566711425781,-70.8872222900391,"America/Toronto",-5,"Etc/GMT+5"
"3311","02PE004","SAINTE-ANNE DU NORD (RIVIERE) AU RESERVOIR SAVANE","QC","DISCONTINUED",FALSE,47.4555587768555,-70.8649978637695,"America/Toronto",-5,"Etc/GMT+5"
"3312","02PE005","SAULT A LA PUCE (RIVIERE DU) PRES DE CHATEAU-RICHER","QC","DISCONTINUED",FALSE,46.9805603027344,-71.0088882446289,"America/Toronto",-5,"Etc/GMT+5"
"3313","02PE009","GOUFFRE (RIVIERE DU) A BAIE-SAINT-PAUL","QC","DISCONTINUED",FALSE,47.4474983215332,-70.5105590820312,"America/Toronto",-5,"Etc/GMT+5"
"3314","02PE014","DAUPHINE (RIVIERE) A L' ILE D'ORLEANS","QC","ACTIVE",FALSE,46.9666709899902,-70.8563919067383,"America/Toronto",-5,"Etc/GMT+5"
"3315","02PE015","MARE (RUISSEAU DE LA)","QC","DISCONTINUED",FALSE,47.3808288574219,-70.4080581665039,"America/Toronto",-5,"Etc/GMT+5"
"3316","02PF001","MALBAIE (RIVIERE) A CLERMONT","QC","ACTIVE",TRUE,47.6941719055176,-70.2169418334961,"America/Toronto",-5,"Etc/GMT+5"
"3317","02PF003","JACK (LAC A)","QC","DISCONTINUED",FALSE,47.6069412231445,-70.9911117553711,"America/Toronto",-5,"Etc/GMT+5"
"3318","02PG001","LOUP (RIVIERE DU) A 0,6 KM EN AMONT DU PONT-ROUTE 185","QC","ACTIVE",TRUE,47.8224983215332,-69.5205612182617,"America/Toronto",-5,"Etc/GMT+5"
"3319","02PG002","OUELLE (RIVIERE) A LA ROUTE NO. 230","QC","DISCONTINUED",FALSE,47.4197196960449,-69.9494400024414,"America/Toronto",-5,"Etc/GMT+5"
"3320","02PG003","FOURCHUE (RIVIERE) A 0,2 KM EN AVAL DU BARRAGE MORIN","QC","ACTIVE",TRUE,47.6508293151855,-69.5127792358398,"America/Toronto",-5,"Etc/GMT+5"
"3321","02PG004","LOUP (RIVIERE DU) A LA ROUTE NO. 289","QC","DISCONTINUED",FALSE,47.5825004577637,-69.6697235107422,"America/Toronto",-5,"Etc/GMT+5"
"3322","02PG005","LOUP (RIVIERE DU) A LA ROUTE NO. 289","QC","DISCONTINUED",FALSE,47.6602783203125,-69.5894393920898,"America/Toronto",-5,"Etc/GMT+5"
"3323","02PG006","LOUP (RIVIERE DU) A SAINT-JOSEPH-DE-KAMOURASKA","QC","ACTIVE",TRUE,47.6124992370605,-69.6458282470703,"America/Toronto",-5,"Etc/GMT+5"
"3324","02PG007","LOUP (RIVIERE DU) EN AMONT DE LA RIVIERE FOURCHUE","QC","DISCONTINUED",FALSE,47.6777801513672,-69.5461120605469,"America/Toronto",-5,"Etc/GMT+5"
"3325","02PG008","LOUP (RIVIERE DU) EN AVAL DE LA RIVIERE FOURCHUE","QC","DISCONTINUED",FALSE,47.7161102294922,-69.5363922119141,"America/Toronto",-5,"Etc/GMT+5"
"3326","02PG009","FOURCHUE (RIVIERE) AU RESERVOIR MORIN","QC","ACTIVE",TRUE,47.6494407653809,-69.5116729736328,"America/Toronto",-5,"Etc/GMT+5"
"3327","02PG010","LOUP (RIVIERE DU) EN AMONT DE LA ROUTE NO. 232","QC","DISCONTINUED",FALSE,47.8227806091309,-69.5194396972656,"America/Toronto",-5,"Etc/GMT+5"
"3328","02PG014","LOUP (RIVIERE DU) EN AMONT DE LA ROUTE NO. 289","QC","DISCONTINUED",FALSE,47.5777816772461,-69.6449966430664,"America/Toronto",-5,"Etc/GMT+5"
"3329","02PG015","LOUP (RIVIERE DU) EN AMONT DE LA RIVIERE FOURCHUE","QC","DISCONTINUED",FALSE,47.6722183227539,-69.5683288574219,"America/Toronto",-5,"Etc/GMT+5"
"3330","02PG016","LOUP (RIVIERE DU) EN AMONT DE LA RIVIERE FOURCHUE","QC","DISCONTINUED",FALSE,47.6650009155273,-69.5819396972656,"America/Toronto",-5,"Etc/GMT+5"
"3331","02PG017","LOUP (RIVIERE DU) EN AVAL DE LA RIVIERE FOURCHUE","QC","DISCONTINUED",FALSE,47.6936111450195,-69.5436096191406,"America/Toronto",-5,"Etc/GMT+5"
"3332","02PG018","OUELLE (RIVIERE) EN AMONT DE LA ROUTE NO. 230","QC","DISCONTINUED",FALSE,47.3797187805176,-69.9516677856445,"America/Toronto",-5,"Etc/GMT+5"
"3333","02PG019","OUELLE (RIVIERE) A SAINT-GABRIEL-DE-KAMOURASKA","QC","DISCONTINUED",FALSE,47.3608283996582,-69.9444427490234,"America/Toronto",-5,"Etc/GMT+5"
"3334","02PG020","TROIS SAUMONS (LAC)","QC","DISCONTINUED",FALSE,47.1216697692871,-70.206672668457,"America/Toronto",-5,"Etc/GMT+5"
"3335","02PG022","OUELLE (RIVIERE) PRES DE SAINT-GABRIEL-DE-KAMOURASKA","QC","ACTIVE",TRUE,47.3811111450195,-69.9580612182617,"America/Toronto",-5,"Etc/GMT+5"
"3336","02PG023","KAMOURASKA (RIVIERE) AU PONT DU RANG DE L'EMBARRAS","QC","ACTIVE",TRUE,47.5326995849609,-69.8492965698242,"America/Toronto",-5,"Etc/GMT+5"
"3337","02PH001","SUD (RIVIERE DU) A ARTHURVILLE","QC","DISCONTINUED",FALSE,46.8277816772461,-70.758056640625,"America/Toronto",-5,"Etc/GMT+5"
"3338","02PH002","SUD (RIVIERE DU) EN AMONT DE BRAS SAINT-NICOLAS","QC","DISCONTINUED",FALSE,46.8125,-70.5561065673828,"America/Toronto",-5,"Etc/GMT+5"
"3339","02PH003","SAINT-NICOLAS (BRAS) PRES DE SON EMBOUCHURE","QC","DISCONTINUED",FALSE,46.811939239502,-70.5538864135742,"America/Toronto",-5,"Etc/GMT+5"
"3340","02PH004","ETCHEMIN (RIVIERE) A SAINT-HENRI-DE-LEVIS","QC","DISCONTINUED",FALSE,46.6355590820312,-71.0447235107422,"America/Toronto",-5,"Etc/GMT+5"
"3341","02PH007","SAINT-NICOLAS (BRAS) PRES DE SON EMBOUCHURE","QC","DISCONTINUED",FALSE,47.0391693115234,-70.4061126708984,"America/Toronto",-5,"Etc/GMT+5"
"3342","02PH009","ETCHEMIN (RIVIERE) A SAINT-HENRI","QC","DISCONTINUED",FALSE,46.728889465332,-71.1369400024414,"America/Toronto",-5,"Etc/GMT+5"
"3343","02PH010","DU SUD (RIVIERE) A 1,0 KM EN AMONT DU PONT-ROUTE A ARTHURVILLE","QC","ACTIVE",TRUE,46.8205604553223,-70.7569427490234,"America/Toronto",-5,"Etc/GMT+5"
"3344","02PH011","ETCHEMIN (RIVIERE) AU PONT-ROUTE 173 A SAINT-HENRI-DE-LEVIS","QC","ACTIVE",TRUE,46.6911087036133,-71.0688934326172,"America/Toronto",-5,"Etc/GMT+5"
"3345","02PH012","BOYER SUD (RIVIERE) AU PONT-ROUTE DU RANG GRANDE GRILLADE","QC","ACTIVE",TRUE,46.7075309753418,-70.9605331420898,"America/Toronto",-5,"Etc/GMT+5"
"3346","02PH014","BOYER (RIVIERE) A 0,1 KM EN AVAL DU PONT DE TRAIN A SAINT-CHARLES DE BELLECHASSE","QC","ACTIVE",TRUE,46.8157997131348,-70.9005966186523,"America/Toronto",-5,"Etc/GMT+5"
"3347","02PJ001","MEGANTIC (LAC) A MEGANTIC","QC","ACTIVE",TRUE,45.5736083984375,-70.8850021362305,"America/Toronto",-5,"Etc/GMT+5"
"3348","02PJ002","CHAUDIERE (RIVIERE) EN AVAL DU RUISSEAU DROLET","QC","DISCONTINUED",FALSE,45.6916694641113,-70.7858276367188,"America/Toronto",-5,"Etc/GMT+5"
"3349","02PJ003","CHAUDIERE (RIVIERE) A SAINT-JOSEPH-DE-BEAUCE","QC","DISCONTINUED",FALSE,46.3077812194824,-70.8855590820312,"America/Toronto",-5,"Etc/GMT+5"
"3350","02PJ004","CHAUDIERE (RIVIERE) A SCOTT-JONCTION","QC","DISCONTINUED",FALSE,46.5038909912109,-71.0736083984375,"America/Toronto",-5,"Etc/GMT+5"
"3351","02PJ005","CHAUDIERE (RIVIERE) AU PONT-ROUTE 218 A SAINT-LAMBERT-DE-LAUZON","QC","ACTIVE",TRUE,46.5877799987793,-71.2163925170898,"America/Toronto",-5,"Etc/GMT+5"
"3352","02PJ006","CHAUDIERE (RIVIERE) A SAINTE-MARIE","QC","DISCONTINUED",FALSE,46.4358291625977,-71.0216674804688,"America/Toronto",-5,"Etc/GMT+5"
"3353","02PJ007","BEAURIVAGE (RIVIERE) A SAINTE-ETIENNE","QC","ACTIVE",TRUE,46.6591682434082,-71.2886123657227,"America/Toronto",-5,"Etc/GMT+5"
"3354","02PJ008","VEUILLEUX (RIVIERE) PRES DE LA RIVIERE FAMINE","QC","DISCONTINUED",FALSE,46.2719383239746,-70.3880615234375,"America/Toronto",-5,"Etc/GMT+5"
"3355","02PJ011","CHAUDIERE (RIVIERE) A MEGANTIC","QC","DISCONTINUED",FALSE,45.5738906860352,-70.8805618286133,"America/Toronto",-5,"Etc/GMT+5"
"3356","02PJ012","CHAUDIERE (RIVIERE) EN AVAL DU BARRAGE A MEGANTIC","QC","ACTIVE",TRUE,45.5738906860352,-70.8805618286133,"America/Toronto",-5,"Etc/GMT+5"
"3357","02PJ013","CHAUDIERE (RIVIERE) EN AVAL DU RUISSEAU DROLET","QC","DISCONTINUED",FALSE,45.7075004577637,-70.7630615234375,"America/Toronto",-5,"Etc/GMT+5"
"3358","02PJ014","CHAUDIERE (RIVIERE) EN AVAL DU BARRAGE SARTIGAN","QC","ACTIVE",TRUE,46.0977783203125,-70.6561126708984,"America/Toronto",-5,"Etc/GMT+5"
"3359","02PJ015","CHAUDIERE (RIVIERE) AU RESERVOIR SARTIGAN","QC","DISCONTINUED",FALSE,46.0977783203125,-70.6561126708984,"America/Toronto",-5,"Etc/GMT+5"
"3360","02PJ017","CHAUDIERE (RIVIERE) A SAINT-GEORGES","QC","DISCONTINUED",FALSE,46.1180610656738,-70.6730575561523,"America/Toronto",-5,"Etc/GMT+5"
"3361","02PJ018","CHAUDIERE (RIVIERE) A BEAUCEVILLE","QC","DISCONTINUED",FALSE,46.2011108398438,-70.745002746582,"America/Toronto",-5,"Etc/GMT+5"
"3362","02PJ020","CHAUDIERE (RIVIERE)","QC","DISCONTINUED",FALSE,46.246940612793,-70.8172225952148,"America/Toronto",-5,"Etc/GMT+5"
"3363","02PJ021","CHAUDIERE (RIVIERE) A BEAUCEVILLE","QC","DISCONTINUED",FALSE,46.2105598449707,-70.7752838134766,"America/Toronto",-5,"Etc/GMT+5"
"3364","02PJ022","CHAUDIERE (RIVIERE) A VALLEE-JONCTION","QC","DISCONTINUED",FALSE,46.3738899230957,-70.9286117553711,"America/Toronto",-5,"Etc/GMT+5"
"3365","02PJ023","CHAUDIERE (RIVIERE) A SAINTE-MARIE","QC","DISCONTINUED",FALSE,46.4636116027832,-71.0586090087891,"America/Toronto",-5,"Etc/GMT+5"
"3366","02PJ025","VICTORIA (RIVIERE)","QC","DISCONTINUED",FALSE,45.5372200012207,-70.9433288574219,"America/Toronto",-5,"Etc/GMT+5"
"3367","02PJ026","PLANTES (RIVIERE DES)-2","QC","DISCONTINUED",FALSE,46.2641716003418,-70.7944412231445,"America/Toronto",-5,"Etc/GMT+5"
"3368","02PJ027","DU LOUP (RIVIERE)","QC","DISCONTINUED",FALSE,45.9466705322266,-70.459716796875,"America/Toronto",-5,"Etc/GMT+5"
"3369","02PJ028","LINIERE (RIVIERE) A SAINT-COME-2","QC","DISCONTINUED",FALSE,46.0586090087891,-70.5277786254883,"America/Toronto",-5,"Etc/GMT+5"
"3370","02PJ029","LINIERE (RIVIERE) A SAINT-COME-1","QC","DISCONTINUED",FALSE,46.0583305358887,-70.5266723632812,"America/Toronto",-5,"Etc/GMT+5"
"3371","02PJ030","FAMINE (RIVIERE) A SAINT-GEORGES","QC","ACTIVE",TRUE,46.1641693115234,-70.6397171020508,"America/Toronto",-5,"Etc/GMT+5"
"3372","02PJ031","SAINT-VICTOR (RIVIERE)","QC","DISCONTINUED",FALSE,46.2016716003418,-70.8938903808594,"America/Toronto",-5,"Etc/GMT+5"
"3373","02PJ033","TRUITE (RIVIERE A LA)","QC","DISCONTINUED",FALSE,45.9002799987793,-70.6294403076172,"America/Toronto",-5,"Etc/GMT+5"
"3374","02PJ034","BRAS D'HENRI (RIVIERE) A 2,3 KM DE LA BEAURIVAGE","QC","ACTIVE",TRUE,46.5402793884277,-71.3388900756836,"America/Toronto",-5,"Etc/GMT+5"
"3375","02PJ035","ABENAQUIS (RIVIERE DES)","QC","DISCONTINUED",FALSE,46.223331451416,-70.5213928222656,"America/Toronto",-5,"Etc/GMT+5"
"3376","02PJ036","NADEAU (RIVIERE)","QC","DISCONTINUED",FALSE,46.3830604553223,-70.9583282470703,"America/Toronto",-5,"Etc/GMT+5"
"3377","02PJ037","PLANTES (RIVIERE DES)-1","QC","DISCONTINUED",FALSE,46.2566719055176,-70.8125,"America/Toronto",-5,"Etc/GMT+5"
"3378","02PJ038","SAMSON (RIVIERE) EN AVAL DE LA RIVIERE DU BARRAGE","QC","DISCONTINUED",FALSE,45.7005615234375,-70.6655578613281,"America/Toronto",-5,"Etc/GMT+5"
"3379","02PJ039","POZER (RIVIERE)","QC","DISCONTINUED",FALSE,46.1194381713867,-70.6963882446289,"America/Toronto",-5,"Etc/GMT+5"
"3380","02PJ040","ARNOLD (RIVIERE) EN AMONT DE LA RIVIERE CLINTON","QC","DISCONTINUED",FALSE,45.413330078125,-70.8663864135742,"America/Toronto",-5,"Etc/GMT+5"
"3381","02PK003","BOURRET (RIVIERE)","QC","DISCONTINUED",FALSE,46.6477813720703,-71.5933303833008,"America/Toronto",-5,"Etc/GMT+5"
"3382","02PK004","CHEVREUILS (RIVIERE AUX) EN AMONT DE LA RIVIERE DU CHENE","QC","DISCONTINUED",FALSE,46.4122200012207,-71.6161117553711,"America/Toronto",-5,"Etc/GMT+5"
"3383","02PK005","CHENE (PETIT RIVIERE DU) A PARISVILLE","QC","DISCONTINUED",FALSE,46.5,-72.107780456543,"America/Toronto",-5,"Etc/GMT+5"
"3384","02PK006","GENTILLY (RIVIERE)-1","QC","DISCONTINUED",FALSE,46.3563919067383,-72.3108291625977,"America/Toronto",-5,"Etc/GMT+5"
"3385","02PK007","GENTILLY (RIVIERE)-2","QC","DISCONTINUED",FALSE,46.375,-72.3266677856445,"America/Toronto",-5,"Etc/GMT+5"
"3386","02PK008","GENTILLY (RIVIERE)","QC","DISCONTINUED",FALSE,46.3333282470703,-72.3166732788086,"America/Toronto",-5,"Etc/GMT+5"
"3387","02PK009","DU CHENE (PETITE RIVIERE) A 250 M DU PONT-ROUTE 265 A DESCHAILLONS","QC","ACTIVE",TRUE,46.5405616760254,-72.0934371948242,"America/Toronto",-5,"Etc/GMT+5"
"3388","02PL001","BECANCOUR (RIVIERE) A LYSTER","QC","DISCONTINUED",FALSE,46.3688888549805,-71.6224975585938,"America/Toronto",-5,"Etc/GMT+5"
"3389","02PL005","BECANCOUR (RIVIERE) A 2,1 KM EN AMONT DE LA RIVIERE PALMER","QC","ACTIVE",TRUE,46.3061103820801,-71.4513931274414,"America/Toronto",-5,"Etc/GMT+5"
"3390","02PL007","BECANCOUR (RIVIERE) PRES DE SAINT-SYLVERE","QC","DISCONTINUED",FALSE,46.1947212219238,-72.2838897705078,"America/Toronto",-5,"Etc/GMT+5"
"3391","02PL009","BECANCOUR (RIVIERE)  A 5.1 KM EN AVAL DU RUISSEAU SALABERRY","QC","DISCONTINUED",FALSE,46.0441703796387,-71.4475021362305,"America/Toronto",-5,"Etc/GMT+5"
"3392","02PL010","BOURBON (RIVIERE) A PLESSISVILLE","QC","DISCONTINUED",FALSE,46.2194404602051,-71.7774963378906,"America/Toronto",-5,"Etc/GMT+5"
"3393","02PL011","PALMER (RIVIERE) EN AMONT DE LA RIVIERE OSGOODE","QC","DISCONTINUED",FALSE,46.3005599975586,-71.370002746582,"America/Toronto",-5,"Etc/GMT+5"
"3394","02PL012","BULLARD (RUISSEAU) A SAINT-JEAN-DE-BREBEUF","QC","DISCONTINUED",FALSE,46.1755599975586,-71.4577789306641,"America/Toronto",-5,"Etc/GMT+5"
"3395","02PL013","BULLARD (RUISSEAU) A MILLFIELD","QC","DISCONTINUED",FALSE,46.2099990844727,-71.4880599975586,"America/Toronto",-5,"Etc/GMT+5"
"3396","02PL015","BOURBON (RIVIERE) SUR LE 11IE RANG A PLESSISVILLE","QC","ACTIVE",TRUE,46.1839981079102,-71.7542037963867,"America/Toronto",-5,"Etc/GMT+5"
"3397","02PL016","BECANCOUR (RIVIERE) A 6 KM  EN AVAL DU PONT DE L'AUTOROUTE 20","QC","ACTIVE",TRUE,46.1990013122559,-72.0981979370117,"America/Toronto",-5,"Etc/GMT+5"
"3398","02QA001","TROIS PISTOLES (RIVIERE DES) A 2,1 KM EN AMONT DU PONT-ROUTE 132","QC","ACTIVE",TRUE,48.089168548584,-69.1963882446289,"America/Toronto",-5,"Etc/GMT+5"
"3399","02QA002","RIMOUSKI (RIVIERE) A 3,7 KM EN AMONT DU PONT-ROUTE 132","QC","ACTIVE",TRUE,48.413330078125,-68.5561065673828,"America/Toronto",-5,"Etc/GMT+5"
"3400","02QA003","MITIS (RIVIERE) A LA CENTRALE DE PRICE","QC","DISCONTINUED",FALSE,48.621940612793,-68.1374969482422,"America/Toronto",-5,"Etc/GMT+5"
"3401","02QA004","MITIS (RIVIERE) AU RESERVOIR MITIS","QC","DISCONTINUED",FALSE,48.3252792358398,-67.9100036621094,"America/Toronto",-5,"Etc/GMT+5"
"3402","02QA005","MISTIGOUGECHE (RIVIERE) AU RESERVOIR MISTIGOUGECHE","QC","DISCONTINUED",FALSE,48.1775016784668,-68.0263900756836,"America/Toronto",-5,"Etc/GMT+5"
"3403","02QA006","MITIS (RIVIERE) EN AVAL DE LA RIVIERE MISTIGOUGECHE","QC","DISCONTINUED",FALSE,48.461669921875,-68.0194396972656,"America/Toronto",-5,"Etc/GMT+5"
"3404","02QA007","MITIS (RIVIERE) EN AMONT DE LA RIVIERE MISTIGOUGECHE","QC","DISCONTINUED",FALSE,48.4486083984375,-68.0025024414062,"America/Toronto",-5,"Etc/GMT+5"
"3405","02QA010","RIMOUSKI (RIVIERE)-2","QC","DISCONTINUED",FALSE,48.4124984741211,-68.5555572509766,"America/Toronto",-5,"Etc/GMT+5"
"3406","02QA011","TROIS PISTOLES (RIVIERE DES)-2","QC","DISCONTINUED",FALSE,48.0766716003418,-69.1891708374023,"America/Toronto",-5,"Etc/GMT+5"
"3407","02QA016","MITIS (RIVIERE) PRES DE LA RIVIERE MISTIGOUGECHE","QC","DISCONTINUED",FALSE,48.4561080932617,-68.0105590820312,"America/Toronto",-5,"Etc/GMT+5"
"3408","02QA017","NEIGETTE (RIVIERE)","QC","DISCONTINUED",FALSE,48.5175018310547,-68.1622161865234,"America/Toronto",-5,"Etc/GMT+5"
"3409","02QA026","BIC (RIVIERE DU)","QC","DISCONTINUED",FALSE,48.3736114501953,-68.7041702270508,"America/Toronto",-5,"Etc/GMT+5"
"3410","02QA036","NEIGETTE (PETITE RIVIERE) A 0,5 KM EN AVAL  DU LAC A LA PEINTURE","QC","ACTIVE",TRUE,48.4197006225586,-68.3561019897461,"America/Toronto",-5,"Etc/GMT+5"
"3411","02QB001","MATANE (RIVIERE) A 8,5 KM EN AMONT DU PONT-ROUTE 132 A MATANE","QC","ACTIVE",TRUE,48.7747192382812,-67.5419387817383,"America/Toronto",-5,"Etc/GMT+5"
"3412","02QB003","BLANCHE (RIVIERE)-2","QC","DISCONTINUED",FALSE,48.7675018310547,-67.6658325195312,"America/Toronto",-5,"Etc/GMT+5"
"3413","02QB004","MATANE (RIVIERE) A MATANE","QC","DISCONTINUED",FALSE,48.8183288574219,-67.5397186279297,"America/Toronto",-5,"Etc/GMT+5"
"3414","02QB005","BLANCHE (RIVIERE) A 3,5 KM EN AMONT DU PONT-ROUTE 132","QC","ACTIVE",TRUE,48.7666702270508,-67.6661071777344,"America/Toronto",-5,"Etc/GMT+5"
"3415","02QB007","MATANE (RIVIERE) EN AMONT DE LA RIVIERE TAMAGODI","QC","DISCONTINUED",FALSE,48.6399993896484,-67.2805633544922,"America/Toronto",-5,"Etc/GMT+5"
"3416","02QB008","MATANE (RIVIERE) AU BARRAGE MATHIEU-D'AMOURS","QC","ACTIVE",TRUE,48.8458290100098,-67.5311126708984,"America/Toronto",-5,"Etc/GMT+5"
"3417","02QB009","MATANE (LAC)","QC","DISCONTINUED",FALSE,48.6902809143066,-66.9744415283203,"America/Toronto",-5,"Etc/GMT+5"
"3418","02QB010","TRUITE (ETANG A LA)","QC","DISCONTINUED",FALSE,48.6786117553711,-66.7855606079102,"America/Toronto",-5,"Etc/GMT+5"
"3419","02QB011","CAP CHAT (RIVIERE) A CAP-CHAT","QC","DISCONTINUED",FALSE,49.0563888549805,-66.6722183227539,"America/Toronto",-5,"Etc/GMT+5"
"3420","02QB016","DUVIVIER (LAC)","QC","DISCONTINUED",FALSE,48.6980590820312,-67.1449966430664,"America/Toronto",-5,"Etc/GMT+5"
"3421","02QB018","MATANE (RIVIERE) A L'AMONT DU BARRAGE MATHIEU D'AMOUR SUR LE BRAS EST","QC","DISCONTINUED",FALSE,48.842601776123,-67.5288009643555,"America/Toronto",-5,"Etc/GMT+5"
"3422","02QC001","MADELEINE (RIVIERE) A RIVIERE-LA-MADELEINE","QC","DISCONTINUED",FALSE,49.2027816772461,-65.2955627441406,"America/Toronto",-5,"Etc/GMT+5"
"3423","02QC002","MADELEINE (RIVIERE) PRES DE RIVIERE-LA-MADELEINE","QC","DISCONTINUED",FALSE,49.1941719055176,-65.2986068725586,"America/Toronto",-5,"Etc/GMT+5"
"3424","02QC003","MONT-LOUIS (RIVIERE DE)","QC","DISCONTINUED",FALSE,49.2066688537598,-65.7286071777344,"America/Toronto",-5,"Etc/GMT+5"
"3425","02QC004","MONT-LOUIS (RIVIERE DE) EN AVAL DE LA RIVIERE DE MONT-LOUIS-EST","QC","DISCONTINUED",FALSE,49.1536102294922,-65.6883316040039,"America/Toronto",-5,"Etc/GMT+5"
"3426","02QC007","SAINTE-ANNE (RIVIERE)-3","QC","DISCONTINUED",FALSE,49.0661087036133,-66.4936065673828,"America/Toronto",-5,"Etc/GMT+5"
"3427","02QC008","SAINTE-ANNE (RIVIERE)-2","QC","DISCONTINUED",FALSE,49.0652809143066,-66.4938888549805,"America/Toronto",-5,"Etc/GMT+5"
"3428","02QC009","SAINTE-ANNE (RIVIERE) A 9,7 KM EN AMONT DU PONT-ROUTE 132","QC","ACTIVE",TRUE,49.0588912963867,-66.4866714477539,"America/Toronto",-5,"Etc/GMT+5"
"3429","02QC010","SAINTE-ANNE (RIVIERE) EN AMONT DE LA RIVIERE SAINTE-ANNE NORD-EST","QC","DISCONTINUED",FALSE,48.9463882446289,-66.1272201538086,"America/Toronto",-5,"Etc/GMT+5"
"3430","02QC011","SAINTE-ANNE NORDD-EST (RIVIERE)","QC","DISCONTINUED",FALSE,48.9477806091309,-66.1230621337891,"America/Toronto",-5,"Etc/GMT+5"
"3431","02QC012","SAINTE-ANNE (RIVIERE) A LA SORTIE DU LAC SAINTE-ANNE","QC","DISCONTINUED",FALSE,48.8066711425781,-66.063606262207,"America/Toronto",-5,"Etc/GMT+5"
"3432","02QC013","RENARD (PETIT RIVIERE AU)","QC","DISCONTINUED",FALSE,48.9858283996582,-64.4244384765625,"America/Toronto",-5,"Etc/GMT+5"
"3433","02QC014","RENARD (PETITE RIVIERE AU) PRES DE L'EMBOUCHURE","QC","DISCONTINUED",FALSE,48.9749984741211,-64.4358291625977,"America/Toronto",-5,"Etc/GMT+5"
"3434","02QC017","GRANDE-VALLEE (RIVIERE)","QC","DISCONTINUED",FALSE,49.1886100769043,-65.1522216796875,"America/Toronto",-5,"Etc/GMT+5"
"3435","02RA001","BONNARD (RIVIERE) AU RESERVOIR MANOUANE","QC","DISCONTINUED",FALSE,50.7216682434082,-71.0449981689453,"America/Toronto",-5,"Etc/GMT+5"
"3436","02RB001","MANOUANE (RIVIERE) AU RESERVOIR MANOUANE","QC","DISCONTINUED",FALSE,50.6583290100098,-70.5277786254883,"America/Toronto",-5,"Etc/GMT+5"
"3437","02RB003","MANOUANICHE (RIVIERE) AU RESERVOIR PIPMUACAN","QC","DISCONTINUED",FALSE,49.5116691589355,-70.9116668701172,"America/Toronto",-5,"Etc/GMT+5"
"3438","02RB004","MANOUANE (RIVIERE) A LA SORTIE DU LAC DUHAMEL","QC","DISCONTINUED",FALSE,49.8813896179199,-70.9277801513672,"America/Toronto",-5,"Etc/GMT+5"
"3439","02RC002","PERIBONCA (RIVIERE) A LA CENTRALE DE CHUTE-A-LA-SAVANE","QC","DISCONTINUED",FALSE,48.7541694641113,-71.8399963378906,"America/Toronto",-5,"Etc/GMT+5"
"3440","02RC003","PERIBONCA (RIVIERE) A LA CENTRALE DE LA PASSE DANGEREUSE","QC","DISCONTINUED",FALSE,49.9000015258789,-71.2541732788086,"America/Toronto",-5,"Etc/GMT+5"
"3441","02RC005","PERIBONCA (RIVIERE) AU RESERVOIR DE LA PASSE DANGEREUSE","QC","DISCONTINUED",FALSE,49.9000015258789,-71.2541732788086,"America/Toronto",-5,"Etc/GMT+5"
"3442","02RC007","PERIBONCA (RIVIERE) A LA CENTRALE DE LA CHUTE DU DIABLE","QC","DISCONTINUED",FALSE,48.7808303833008,-71.6975021362305,"America/Toronto",-5,"Etc/GMT+5"
"3443","02RC008","PERIBONCA (RIVIERE) EN AVAL DE LA CENTRALE CHUTE DU DIABLE","QC","DISCONTINUED",FALSE,48.7808303833008,-71.6975021362305,"America/Toronto",-5,"Etc/GMT+5"
"3444","02RC009","PERIBONCA (RIVIERE) EN AVAL DE LA CENTRALE DE CHUTE-A-LA-SAVANE","QC","DISCONTINUED",FALSE,48.7541694641113,-71.8399963378906,"America/Toronto",-5,"Etc/GMT+5"
"3445","02RC010","SERPENT (RIVIERE AU) PRES DE LA RIVIERE PERIBONCA","QC","DISCONTINUED",FALSE,49.6074981689453,-71.2994384765625,"America/Toronto",-5,"Etc/GMT+5"
"3446","02RC011","PERIBONCA (PETITE RIVIERE)","QC","ACTIVE",TRUE,48.8141708374023,-72.0477828979492,"America/Toronto",-5,"Etc/GMT+5"
"3447","02RD002","MISTASSIBI (RIVIERE)","QC","DISCONTINUED",FALSE,48.8994407653809,-72.211669921875,"America/Toronto",-5,"Etc/GMT+5"
"3448","02RD003","MISTASSINI (RIVIERE) EN AMONT DE LA RIVIERE MISTASSIBI","QC","ACTIVE",TRUE,48.8877792358398,-72.2636108398438,"America/Toronto",-5,"Etc/GMT+5"
"3449","02RD006","TICOUAPE (RIVIERE)","QC","DISCONTINUED",FALSE,48.8549995422363,-72.4947204589844,"America/Toronto",-5,"Etc/GMT+5"
"3450","02RD007","MISTASSIBI (RIVIERE) EN AMONT DE LA CHUTE BOUCHARD","QC","ACTIVE",TRUE,48.9425010681152,-72.1725997924805,"America/Toronto",-5,"Etc/GMT+5"
"3451","02RE001","MISTASSINI (RIVIERE) EN AMONT DE LA RIVIERE SAMAQUA","QC","DISCONTINUED",FALSE,49.3188896179199,-72.6380615234375,"America/Toronto",-5,"Etc/GMT+5"
"3452","02RE002","MISTASSINI (RIVIERE) PRES DE LA RIVIERE SAMAQUA","QC","DISCONTINUED",FALSE,49.1688919067383,-72.5688934326172,"America/Toronto",-5,"Etc/GMT+5"
